name,address,city,state,latitude,longitude,stars,review_count,categories
Hyatt Place Tempe/Phoenix Airport,1413 West Rio Salado Pkwy,Tempe,AZ,33.4287049,-111.962822,3.5,71,"Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces"
Valliant's Diner,3418 Babcock Blvd,Pittsburgh,PA,40.5390935,-80.023619,3.0,32,"Restaurants, Breakfast & Brunch"
Residence Inn Toronto Downtown/Entertainment District,255 Wellington Street West,Toronto,ON,43.644745799999995,-79.3907054,4.0,76,"Hotels & Travel, Event Planning & Services, Hotels"
Jimmy & Joe's Pizzeria,"3950 W Ray Rd, Ste 1",Chandler,AZ,33.3212854,-111.91022050000001,3.5,140,"Pizza, Restaurants"
Autozone,3455 S Decatur Blvd,Las Vegas,NV,36.12663,-115.20869259999999,3.5,43,"Automotive, Auto Repair, Auto Parts & Supplies"
Original Joe's,109 8th Ave SW,Calgary,AB,51.04530020000001,-114.0636875,3.0,43,"Canadian (New), Bars, Nightlife, American (New), Restaurants, American (Traditional)"
Blue 32 Sports Grill,1524 E Williams Field Rd,Gilbert,AZ,33.3073245,-111.7573206,4.0,369,"American (New), Nightlife, Restaurants, Sports Bars, Bars"
Lumiere French Kitchen,1039 Providence Rd,Charlotte,NC,35.19508,-80.825792,4.5,140,"French, Restaurants"
Go Wild Sushi & Grill,"7293 W Sahara, Ste 4",Las Vegas,NV,36.14335379999999,-115.2512854,3.5,53,"Japanese, Sushi Bars, Restaurants"
Sheetz,13700 State Rte 30,Irwin,PA,40.345746399999996,-79.765477,3.0,4,"Convenience Stores, Automotive, Food, Gas Stations"
Whole Foods Market,100 S Green Valley Pkwy,Henderson,NV,36.023340399999995,-115.08242690000002,3.5,278,"Health Markets, Grocery, Specialty Food, Organic Stores, Beer, Wine & Spirits, Food"
Jun's Korean Restaurant,"8826 S Eastern Ave, Ste 113",Las Vegas,NV,36.029295364,-115.1158845155,3.5,292,"Korean, Restaurants"
Endurance House,"1701 Deming Way, Ste 102, Greenway Station Mall",Middleton,WI,43.0940679,-89.5248319,4.0,9,"Sports Wear, Fashion, Active Life, Sporting Goods, Fitness & Instruction, Shopping, Shoe Stores"
Twisted Goods,"Southcentre Mall, 100 Anderson Road SE, Unit 176",Calgary,AB,50.950619,-114.06631100000001,4.5,6,"Shopping, Home & Garden, Home Decor"
Flash Auto Wash,2050 W 65th St,Cleveland,OH,41.475671999999996,-81.730513,4.5,12,"Automotive, Car Wash"
Real Canadian Superstore,200 Taunton Road West,Whitby,ON,43.9160549,-78.96187579999999,3.5,3,"Food, Grocery"
Saluf - The Hummus Place,"219 Connie Crescent, Suite 5A",Vaughan,ON,43.819838,-79.48468199999999,4.0,15,"Middle Eastern, Restaurants"
River Café,25 Prince's Island Park,Calgary,AB,51.0547701109,-114.0714097023,4.0,148,"Restaurants, Wine Bars, Cafes, Food, American (New), Local Flavor, Nightlife, Canadian (New), Bars"
Starbucks,101 N Tryon St,Charlotte,NC,35.22764,-80.842714,3.0,38,"Food, Coffee & Tea"
Carol's Confections,125 W Station Square Dr,Pittsburgh,PA,40.434009,-80.005785,3.5,10,"Ice Cream & Frozen Yogurt, Food, Desserts"
RC Willey,20 N Stephanie St,Henderson,NV,36.031284,-115.044422,3.0,287,"Local Services, Shopping, Furniture Stores, Home & Garden, Home Services, Appliances, Carpeting, Appliances & Repair, Electronics, Mattresses"
Grazie Ristorante,9100 Jane Street,Vaughan,ON,43.829803000000005,-79.53522099999999,3.5,95,"Italian, Restaurants"
Pho Pasteur Saigon Restaurant,207 1 Street SE,Calgary,AB,51.0507472,-114.06058429999999,4.0,21,"Vietnamese, Restaurants"
Cheeks Homemade Burgers & Good Eats,18 King Street E,Bolton,ON,43.8798484,-79.7375796,4.5,17,"Restaurants, Burgers, Hot Dogs"
Fresh Attractions,5501 Josh Birmingham Pkwy,Charlotte,NC,35.2186768033,-80.9424017063,2.5,35,"Restaurants, Sandwiches"
O.Noir,620 Church St,Toronto,ON,43.6691213,-79.382764,3.5,301,"Canadian (New), American (New), Restaurants"
The Deuce Lounge,"ARIA Resort & Casino, 3730 S. Las Vegas Blvd.",Las Vegas,NV,36.107335981700004,-115.17361889,3.0,83,"Dance Clubs, Bars, Nightlife, Lounges"
Le Vin Papillon,2519 Rue Notre-Dame Ouest,Montréal,QC,45.48277,-73.5754852,4.5,108,"Nightlife, Wine Bars, Restaurants, Canadian (New), Bars"
Gold's Gym,9310 S Eastern Ave,Las Vegas,NV,36.020286999999996,-115.1169828,3.0,40,"Gyms, Active Life, Fitness & Instruction"
Lomi Poki,"15577 N Hayden Rd, Ste c103",Scottsdale,AZ,33.6268709,-111.8931338,4.5,55,"Food, Hawaiian, Salad, Restaurants, Seafood, Sushi Bars, Asian Fusion, Poke"
Archery Headquarters,6401 W Chandler Blvd,Chandler,AZ,33.304806400000004,-111.95156599999999,4.0,60,"Active Life, Archery"
Oriental Centre,4430 Sheppard Avenue E,Scarborough,ON,43.7880608,-79.2681914,2.5,7,"Shopping Centers, Shopping, Local Services, Community Service/Non-Profit"
Tott's Asian Diner,"4030 W Ray Rd, Ste 1",Chandler,AZ,33.321264500000005,-111.9116902,4.0,416,"Restaurants, Chinese, Asian Fusion"
Longos,1891 Rathburn Rd E,Mississauga,ON,43.636371000000004,-79.595664,3.5,7,"Grocery, Food, Fruits & Veggies, Specialty Food"
Einstein Bros Bagels,"7291 S Eastern Ave, Ste A",Las Vegas,NV,36.0574675327,-115.1207419292,2.5,82,"Restaurants, Pizza, Food, Bagels, Sandwiches, Breakfast & Brunch"
Metropolis Popcorn,2164 Front St,Cuyahoga Falls,OH,41.1360859,-81.4831089,4.0,17,"Shopping, Popcorn Shops, Specialty Food, Grocery, Gift Shops, Food, Flowers & Gifts, Candy Stores"
Pig & Duke Pub,"4th Avenue SW, Suite 503",Calgary,AB,51.049537,-114.07178700000001,3.5,27,"Nightlife, Bars, Pubs"
Big Foot Smoke House And Bar,16945 Leslie Street,Newmarket,ON,44.052445500000005,-79.4265604,3.0,10,"Restaurants, American (Traditional), Steakhouses, Bars, Nightlife, Barbeque"
Ross Dress for Less,2929 W Agua Fria Fwy,Phoenix,AZ,33.666147539,-112.12195,2.5,14,"Shopping, Women's Clothing, Department Stores, Men's Clothing, Discount Store, Home Decor, Fashion, Home & Garden"
Tropical Breeze Park,,North Las Vegas,NV,36.266572,-115.0999753,3.0,8,"Active Life, Parks"
Neiman Marcus,6900 E Camelback Rd,Scottsdale,AZ,33.503308000000004,-111.93144199999999,4.0,73,"Department Stores, Accessories, Shopping, Men's Clothing, Fashion, Restaurants, Shoe Stores, Women's Clothing"
Mandarin Restaurant - Queensway,1255 The Queensway,Etobicoke,ON,43.621045152,-79.52306148,3.5,61,"Chinese, Restaurants, Buffets"
Parallax Restaurant and Lounge,2179 W 11th St,Cleveland,OH,41.482406,-81.68906,4.0,207,"Restaurants, Asian Fusion, Sushi Bars, Thai"
McCarran Rent-a-Car Center,7135 Gilespie St,Las Vegas,NV,36.0598865308,-115.1642674773,3.0,374,"Car Rental, Hotels & Travel"
Boba Tea House,2055 N Dobson Rd,Chandler,AZ,33.3371772,-111.87536270000001,4.0,340,"Coffee & Tea, Food, Bubble Tea, Juice Bars & Smoothies"
Brenden Theatres,4321 W Flamingo Rd,Las Vegas,NV,36.1142385556,-115.1964309576,3.5,321,"Cinema, Arts & Entertainment"
Best Buy Henderson,611 Marks St,Henderson,NV,36.064506,-115.0381757,2.5,211,"Shopping, Electronics, Computers, Appliances, Home & Garden"
The Pet Club,55 S Country Club,Mesa,AZ,33.41332,-111.83948490000002,3.5,22,"Pet Training, Pet Adoption, Pets, Pet Groomers, Pet Services, Pet Stores"
Artisen,301 W John St,Matthews,NC,35.117288,-80.72536099999999,4.5,81,"Food, Juice Bars & Smoothies, Gelato, Desserts"
Bochner Eye Institute,40 Prince Arthur Ave,Toronto,ON,43.6695407,-79.3978062,4.5,14,"Laser Eye Surgery/Lasik, Optometrists, Health & Medical"
Showmars - University,115 McCullough Dr,Charlotte,NC,35.30054129999999,-80.7526632,3.5,56,"Mediterranean, Greek, Restaurants, Sandwiches, Burgers"
Wing King,"Adrenaline Sports Bar & Grill, 3103 N Rancho Dr",Las Vegas,NV,36.2151739,-115.2123105,4.5,36,"Restaurants, Chicken Wings"
7-Eleven,4158 Koval Ln,Las Vegas,NV,36.1135255527,-115.1635032892,4.0,16,"Food, Coffee & Tea, Grocery, Convenience Stores"
Hoai Huong,716 The Queensway,Etobicoke,ON,43.6269,-79.501112,3.5,28,"Vietnamese, Restaurants"
Tandori Indian Cuisine,"317 7 Ave SW, Level 4",Calgary,AB,51.04532460000001,-114.05810120000001,1.5,8,"Indian, Restaurants, Food"
PetSmart,206 S Sharon Amity Rd,Charlotte,NC,35.177294,-80.801445,2.5,43,"Pets, Pet Training, Pet Groomers, Pet Sitting, Pet Services, Pet Stores"
Wrangler National Finals Rodeo,,Las Vegas,NV,36.169941200000004,-115.13982959999998,5.0,9,"Active Life, Rodeo, Amateur Sports Teams, Arts & Entertainment, Local Flavor"
Avenue Uptown Condominium,210 N Church St,Charlotte,NC,35.228886100000004,-80.84266590000001,4.0,9,"Real Estate, Apartments, Home Services"
Ovation,"Green Valley Ranch Resort & Spa, 2310 Paseo Verde Pkwy",Henderson,NV,36.019207200000004,-115.0869175,3.5,19,"Nightlife, Music Venues, Event Planning & Services, Venues & Event Spaces, Arts & Entertainment"
Flying Squirrel,"572 Aero Drive NE, Unit 105",Calgary,AB,51.1347751491,-114.03563262819999,4.0,18,"Trampoline Parks, Active Life, Fitness & Instruction, Amusement Parks, Gyms"
EB Games,"Chinook Centre, 6455 Macleod Trail SW, Suite 52",Calgary,AB,50.9978823,-114.07400459999998,4.0,3,"Video Game Stores, Books, Mags, Music & Video, Shopping"
The Thumb BBQ,9393 E Bell Rd,Scottsdale,AZ,33.6393699646,-111.87925720209999,4.5,917,"Farmers Market, Gas Stations, Automotive, Car Wash, Restaurants, Breakfast & Brunch, Burgers, Food, American (Traditional), American (New), Bakeries, Barbeque, Caterers, Event Planning & Services"
Walmart,6594 Mayfield Rd,Mayfield Heights,OH,41.5188409,-81.440421,2.0,21,"Fashion, Department Stores, Drugstores, Shopping, Food, Discount Store, Mobile Phones, Electronics, Grocery"
Burger King,8600 W Cheyenne Ave,Las Vegas,NV,36.219120399999994,-115.280934,2.5,25,"Restaurants, Burgers, Fast Food"
Pierogies Plus,342 Island Ave,McKees Rocks,PA,40.4688708,-80.0599363,4.5,74,"Caterers, Polish, Event Planning & Services, Restaurants"
Jones Market & Deli,3389 S Jones Blvd,Las Vegas,NV,36.1274446,-115.22501409999998,4.0,62,"Grocery, Food, Imported Food, Beer, Wine & Spirits"
At One Yoga,3153 E Lincoln Dr,Phoenix,AZ,33.531647899999996,-112.01380149999999,4.5,10,"Yoga, Active Life, Fitness & Instruction"
Flora Couture,2404 Western Ave,Las Vegas,NV,36.1452851,-115.16721580000001,4.5,52,"Shopping, Holiday Decorating Services, Event Planning & Services, Florists, Home Services, Flowers & Gifts"
Wetzel's Pretzels,"7400 Las Vegas Blvd S, Ste K145",Las Vegas,NV,36.05498,-115.16910800000001,3.5,10,"Food, Pretzels"
Si Lom Thai Bistro,534 Church Street,Toronto,ON,43.6650073,-79.38081109999999,4.0,106,"Thai, Restaurants, Vegan"
Jenni Pho Grill,4480 W Spring Mountain Rd,Las Vegas,NV,36.1264280647,-115.2013077572,3.0,244,"Local Flavor, Food, Restaurants, Vietnamese"
Texas Roadhouse,16079 N Arrowhead Fountains Center Dr,Peoria,AZ,33.6321621,-112.23756609999998,3.5,320,"Restaurants, American (Traditional), Steakhouses, Barbeque"
Fortune Chinese Restaurant,"3909 W Sahara Ave, Ste 9",Las Vegas,NV,36.1440254,-115.1938769,3.5,24,"Restaurants, Chinese"
Tempe City Tacos,119 E Southern Ave,Tempe,AZ,33.3915708,-111.93838740000001,4.5,284,"Breakfast & Brunch, Specialty Food, Food, Tacos, Salad, Restaurants, Event Planning & Services, Caterers, Mexican"
Dolce Ristorante,"1710 Kenilworth Ave, Ste 203",Charlotte,NC,35.2026242,-80.8444191,3.5,166,"Nightlife, Desserts, American (New), Food, Wine Bars, Bars, Restaurants, Italian"
Harkins Theatres Estrella Falls 16,15010 W McDowell Rd,Goodyear,AZ,33.467496000000004,-112.381426,4.0,149,"Arts & Entertainment, Cinema"
Barry Manilow at Paris Las Vegas,,Las Vegas,NV,36.128561,-115.17112979999999,3.5,32,"Performing Arts, Music Venues, Nightlife, Arts & Entertainment"
Habitat Charlotte ReStore - Wendover,1133 N Wendover Rd,Charlotte,NC,35.1945717,-80.79542959999999,2.5,26,"Thrift Stores, Home & Garden, Shopping, Hardware Stores, Furniture Stores"
Borders Books Music & Cafe,7836 Rea Rd,Charlotte,NC,35.060691,-80.81708990000001,3.0,5,"Music & DVDs, Books, Mags, Music & Video, Videos & Video Game Rental, Bookstores, Shopping"
Chick-fil-A,5035 E Ray Rd,Phoenix,AZ,33.31926689,-111.97467160000001,4.0,101,"Event Planning & Services, Fast Food, Caterers, American (New), Restaurants"
Park Road Lock and Key Shop,4201 Park Rd,Charlotte,NC,35.174878,-80.8487449,4.5,10,"Home Services, Keys & Locksmiths"
Pho Vietnam,1280 Kennedy Rd,Toronto,ON,43.7577305,-79.2786325,3.0,91,"Restaurants, Vietnamese"
Target,8750 W Charleston Blvd,Las Vegas,NV,36.161086,-115.28713400000001,3.5,150,"Department Stores, Fashion, Shopping, Food"
Sands Expo,201 Sands Ave,Las Vegas,NV,36.1221442,-115.1652749,3.0,62,"Venues & Event Spaces, Event Planning & Services, Food, Hotels & Travel, Convenience Stores"
Haven Craft,"107 East Charleston, Studio 246",Las Vegas,NV,36.159141600000005,-115.15264779999998,4.0,8,"Local Services, Shopping, Community Service/Non-Profit, Art Galleries, Public Services & Government, Bookstores, Antiques, Books, Mags, Music & Video, Spiritual Shop, Arts & Entertainment, Community Centers"
Las Tapatias,6132 W Charleston Blvd,Las Vegas,NV,36.1592624,-115.22500579999999,3.0,3,"Mailbox Centers, Juice Bars & Smoothies, Gelato, Desserts, Local Services, Mexican, Restaurants, Candy Stores, Ice Cream & Frozen Yogurt, Shaved Ice, Specialty Food, Food"
Niwan Rolls King,"3260 Midland Avenue, Unit F101 & 102",Toronto,ON,43.804666915,-79.2867640033,3.0,12,"Restaurants, Chinese"
Kiva Han,420 S Craig St,Pittsburgh,PA,40.4445979,-79.9488195,3.0,35,"Vegetarian, Restaurants, Food, Coffee & Tea"
Arnold Churgin,"Southcentre Mall, 100 Anderson Road SE",Calgary,AB,50.9496888,-114.0614165,3.5,3,"Shoe Stores, Shopping, Fashion"
Origin India Las Vegas,"4480 Paradise Rd, Ste 1200",Las Vegas,NV,36.108897999999996,-115.151261,3.5,402,"Vegetarian, Nightlife, Indian, Salad, Pakistani, Kosher, Restaurants, Bars"
The Frozen Isle,"101 S Tryon St, Ste 10",Charlotte,NC,35.22632670000001,-80.8429359,4.5,11,"Ice Cream & Frozen Yogurt, Food"
Squid Ink,"7318 E Shea Blvd, Ste 101",Scottsdale,AZ,33.5822287,-111.9232574,4.0,121,"Nightlife, Bars, Restaurants, Japanese, Sushi Bars, American (New)"
Buzios Seafood Restaurant,3700 W Flamingo Rd,Las Vegas,NV,36.117433,-115.187379,3.5,102,"Restaurants, Seafood"
Plaza Kia,9144 Yonge Street,Richmond Hill,ON,43.850387299999994,-79.43302750000001,2.0,5,"Auto Parts & Supplies, Car Dealers, Auto Repair, Automotive"
"Pastoli's Pizza, Pasta & Paisans",1900 Murray Ave,Pittsburgh,PA,40.4358226,-79.9230998,4.5,96,"Gluten-Free, Italian, Chicken Wings, Restaurants, Vegan, Pizza, Vegetarian"
Morningstar Marinas - Kings Point,18020 Kings Point Dr,Cornelius,NC,35.4589031244,-80.8939648099,4.5,13,"Automotive, Boating, Professional Services, Event Planning & Services, Boat Charters, Active Life, Marinas, Boat Repair"
Tropicana Cinemas,"3330 E Tropicana Ave, Ste Y",Las Vegas,NV,36.101380999999996,-115.10264699999999,3.5,167,"Arts & Entertainment, Cinema"
Winchell's Donut House,3307 S Jones,Las Vegas,NV,36.1282146,-115.22529569999999,4.0,50,"Sandwiches, Food, Donuts, Bagels, Restaurants"
Savory Spice Shop,"2000 S Blvd, Ste 150",Charlotte,NC,35.209171254699996,-80.8602518939,4.5,90,"Herbs & Spices, Food, Specialty Food"
Dunkin' Donuts,"5861 W Craig Rd, Ste 101",Las Vegas,NV,36.238470899999996,-115.22453159999999,2.0,75,"Coffee & Tea, Donuts, Food"
The Manner Barbershop,4227 N Brown Ave,Scottsdale,AZ,33.497524600000006,-111.9241824,5.0,59,"Barbers, Beauty & Spas"
360 Gourmet Burrito,5757 Wayne Newton Blvd,Las Vegas,NV,36.0828536999,-115.15120266059999,2.0,168,"Restaurants, Mexican"
National on 17th,550 17 Avenue SW,Calgary,AB,51.037999536899996,-114.074018537,3.5,105,"Pubs, Restaurants, Canadian (New), Bars, Nightlife"
Boulevard Salon,"8174 Las Vegas Blvd S, Ste 105",Las Vegas,NV,36.041198605700004,-115.17054674389999,4.5,170,"Beauty & Spas, Hair Salons, Makeup Artists, Permanent Makeup"
5 O'clock Somewhere Bar,3555 Las Vegas Blvd S,Las Vegas,NV,36.116671584,-115.1726612143,4.0,93,"Bars, Nightlife"
The Beech Tree,924 Kingston Road,Toronto,ON,43.680387100000004,-79.2888628,4.0,46,"Bars, British, Nightlife, Wine Bars, Restaurants"
Marigold Maison- Paradise Valley,"4720 E Cactus Rd, Ste D118",Phoenix,AZ,33.5986308836,-111.97837182200001,4.0,497,"Indian, Restaurants"
Takopa,"4215 Spring Mountain Rd, Ste B106A",Las Vegas,NV,36.125380799999995,-115.1959803,4.0,51,"Ramen, Restaurants, Japanese, Tapas/Small Plates, Fast Food"
The Belmont Drive-In Theater,314 McAdenville Rd,Belmont,NC,35.256886,-81.0581739,4.0,8,"Arts & Entertainment, Cinema"
Smashburger,"3400 E Sky Harbor Blvd, Terminal 4, Space T4-F30",Phoenix,AZ,33.435548,-111.997993,3.5,43,"Restaurants, Burgers"
Pho Thanh Huong,"1131 E Tropicana Ave, Ste D",Las Vegas,NV,36.1001831,-115.138668,4.0,481,"Vietnamese, American (New), Restaurants, Sandwiches"
Primanti Bros,5491 Penn Ave,Pittsburgh,PA,40.4643083,-79.9326184,3.5,36,"Restaurants, American (New), Bars, Sports Bars, Sandwiches, Nightlife"
The Corndog Company LV,,Las Vegas,NV,36.2684007,-115.2956118,5.0,36,"Food Trucks, Street Vendors, Food, Hot Dogs, Restaurants"
Desert Breeze Park,660 N Desert Breeze Blvd,Chandler,AZ,33.3126071154,-111.9209466099,4.0,52,"Playgrounds, Local Flavor, Active Life, Local Services, Parks"
Starbucks,"129 East Fremont Street, Golden Nugget Las Vegas Casino, Golden Nugget Casino",Las Vegas,NV,36.170871000000005,-115.14492,3.0,79,"Food, Coffee & Tea"
Odd Seoul,90 Ossington Avenue,Toronto,ON,43.646190000000004,-79.419686,4.0,267,"Bars, Dive Bars, Korean, Restaurants, Asian Fusion, Nightlife"
Sears,3450 S Maryland Pkwy,Las Vegas,NV,36.1270497176,-115.1356455334,1.5,22,"Department Stores, Appliances, Shopping, Home & Garden, Fashion, Electronics"
Blue Diamond Park,28 Cottonwood Dr,Blue Diamond,NV,36.048134999999995,-115.408032,4.5,9,"Active Life, Parks"
Paradise Bakery & Cafe,"Tempe Marketplace, 2000 E Rio Salado Pkwy, Bldg1, Ste 1143",Tempe,AZ,33.4339009093,-111.9020921101,3.0,73,"Food, Restaurants, Bakeries, Cafes, Sandwiches"
Tremont Scoops,2362 Professor Ave,Cleveland,OH,41.4800318,-81.68548829999999,4.0,89,"Food, Ice Cream & Frozen Yogurt"
Schmitt Jewelers,4402 E Camelback Rd,Phoenix,AZ,33.509839899999996,-111.98611029999999,4.5,19,"Shopping, Jewelry"
Dos Gringos,1361 N Alma School Rd,Chandler,AZ,33.326614,-111.85820929999998,3.0,139,"Bars, Nightlife, Restaurants, Mexican"
Cold Stone Creamery,"3301 N Litchfield Rd, Ste 400",Goodyear,AZ,33.48444,-112.361787,3.5,27,"Food, Ice Cream & Frozen Yogurt, Custom Cakes, Event Planning & Services, Customs Brokers, Cupcakes, Caterers, Professional Services"
Uno Pizzeria & Grill,3010 Crossroads Dr,Madison,WI,43.1354685,-89.2908458,3.0,82,"Gluten-Free, Pizza, American (Traditional), Restaurants"
Pho Tai Bac,9555 Yonge Street,Richmond Hill,ON,43.859898127799994,-79.43386841569999,4.0,136,"Vietnamese, Soup, Restaurants"
Scapegoat Beer and Wine,"7150 E 5th Ave, Ste 100",Scottsdale,AZ,33.4984622562,-111.9265964565,4.5,151,"American (New), Nightlife, Bars, Restaurants, Wine Bars, Beer Bar"
My Big Fat Greek Gyro,665 Washington Rd,Mount Lebanon,PA,40.3813236,-80.0440054,4.0,12,"Greek, Restaurants"
Starbucks,"Southcentre Mall, 100 Anderson Road SE",Calgary,AB,50.953157,-114.06528600000001,4.0,10,"Food, Coffee & Tea"
Savoy,2623 Penn Ave,Pittsburgh,PA,40.4554975,-79.9780389,3.5,138,"Restaurants, American (Traditional), Bars, Nightlife, Seafood, Wine Bars, American (New)"
Greenland Supermarket,6850 Spring Mountain Rd,Las Vegas,NV,36.127061,-115.24145700000001,4.0,334,"Ethical Grocery, Grocery, Shopping, Food Stands, Food, Korean, Restaurants"
Armadillo Grill,1904 E Camelback Rd,Phoenix,AZ,33.509564000000005,-112.04087870000001,4.0,308,"Restaurants, Bars, Nightlife, Sports Bars, American (Traditional)"
Dodge Electric,"1815 W 1st Ave, Ste 119",Mesa,AZ,33.4117588,-111.86991689999999,4.5,173,"Contractors, Home Services, Local Services, Lighting Fixtures & Equipment, Electricians"
Jeff Civillico: Comedy In Action,3655 Las Vegas Blvd,Las Vegas,NV,36.1128473081,-115.17242081139999,5.0,208,"Comedy Clubs, Hotels & Travel, Performing Arts, Nightlife, Arts & Entertainment"
Fusaro's Kitchen,147 Spadina Avenue,Toronto,ON,43.6481372,-79.3956847,4.0,120,"Italian, Pizza, Restaurants"
New Generation Sushi and Teppanyaki,8750 Jane St,Vaughan,ON,43.81874129999999,-79.531028,3.5,38,"Japanese, Restaurants"
Menchie's Frozen Yogurt,10965 Lavender Hill Dr,Las Vegas,NV,36.1448691018,-115.33309406059999,3.5,49,"Ice Cream & Frozen Yogurt, Food"
Délires du Terroir,6406 Rue Saint-Hubert,Montréal,QC,45.5358641,-73.6028048,4.5,10,"Food, Farmers Market, Local Flavor, Beer, Wine & Spirits"
The 519 Church Street Community Centre,519 Church St,Toronto,ON,43.6665105,-79.3810045,4.0,7,"Community Service/Non-Profit, Local Services, Event Planning & Services, Venues & Event Spaces"
The Corner Alley at Uptown,11409 Euclid Ave,Cleveland,OH,41.5092654,-81.60541190000001,3.0,49,"Nightlife, American (Traditional), Sports Bars, Active Life, Arts & Entertainment, Bowling, American (New), Bars, Restaurants, Italian"
